City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
590,Novocherkassk,47.4181,40.0939,57.06,67,20,17.9,RU,2022-04-02 19:35:18
591,Sahuaripa,29.05,-109.2333,88.99,8,0,4.7,MX,2022-04-02 19:35:18
592,Tautira,-17.7333,-149.15,81.95,78,100,12.24,PF,2022-04-02 19:35:19
593,Rapid Valley,44.0625,-103.1463,59.32,32,0,13.0,US,2022-04-02 19:33:02
594,Negombo,7.2083,79.8358,80.65,89,20,5.75,LK,2022-04-02 19:36:19
595,Likasi,-10.9814,26.7333,61.61,96,58,2.33,CD,2022-04-02 19:36:20
596,Corumba,-19.0092,-57.6533,80.31,69,75,6.91,BR,2022-04-02 19:31:52
597,Isiro,2.7739,27.616,72.52,69,95,1.36,CD,2022-04-02 19:36:20
598,Chernyshevskiy,63.0128,112.4714,-11.7,100,100,3.0,RU,2022-04-02 19:36:21
599,Sao Joao Da Barra,-21.6403,-41.0511,84.29,80,17,8.52,BR,2022-04-02 19:34:29
600,Vikulovo,56.8167,70.6107,29.07,97,100,10.11,RU,2022-04-02 19:36:21
601,Saint-Francois,46.4154,3.9054,34.68,80,100,11.5,FR,2022-04-02 19:36:22
602,Rabat,33.9911,-6.8401,61.16,72,100,5.75,MA,2022-04-02 19:36:22
603,Pacific Grove,36.6177,-121.9166,68.22,78,20,7.0,US,2022-04-02 19:36:22
604,Kurilsk,45.2333,147.8833,31.3,90,56,12.41,RU,2022-04-02 19:36:23
605,Rognan,67.0953,15.3878,33.94,83,100,3.85,NO,2022-04-02 19:36:23
606,Dukat,62.55,155.55,-2.0,97,100,2.04,RU,2022-04-02 19:36:24
607,Evensk,61.95,159.2333,16.25,80,100,10.29,RU,2022-04-02 19:36:24
608,Hatillo,18.4863,-66.8254,84.78,75,76,13.0,PR,2022-04-02 19:36:24
609,Sabang,5.8933,95.3214,81.59,74,100,4.74,ID,2022-04-02 19:36:25
610,Kangaatsiaq,68.3065,-53.4641,27.0,89,76,7.81,GL,2022-04-02 19:36:25
611,Guiglo,6.5456,-7.4966,75.4,92,100,4.65,CI,2022-04-02 19:36:26
612,Suihua,46.6406,126.9969,37.18,52,22,9.57,CN,2022-04-02 19:36:26
613,Gela,37.0803,14.2307,51.28,61,73,19.53,IT,2022-04-02 19:33:49
614,Ishigaki,24.3448,124.1572,62.73,100,75,12.66,JP,2022-04-02 19:36:27
615,Dargaville,-35.9333,173.8833,63.34,84,100,1.83,NZ,2022-04-02 19:36:27
616,Talnakh,69.4865,88.3972,6.21,97,100,4.68,RU,2022-04-02 19:36:27
617,Lanquin,15.5667,-89.9667,94.73,39,9,5.39,GT,2022-04-02 19:36:28
618,Xudat,41.631,48.681,62.62,46,80,6.24,AZ,2022-04-02 19:36:28
619,Malumfashi,11.7853,7.6218,85.91,8,54,7.45,NG,2022-04-02 19:36:28
620,Kapit,2.0167,112.9333,72.37,99,100,0.63,MY,2022-04-02 19:36:29
621,Sernur,56.9333,49.1536,31.6,98,100,14.05,RU,2022-04-02 19:36:29
622,Koutsouras,35.0339,25.9469,62.11,81,2,6.51,GR,2022-04-02 19:36:30
623,Mazagao,-0.115,-51.2894,86.05,83,92,5.61,BR,2022-04-02 19:36:30
624,Changji,44.0167,87.3167,52.59,46,0,6.71,CN,2022-04-02 19:36:30
625,Iracoubo,5.4802,-53.2011,78.55,86,97,14.38,GF,2022-04-02 19:36:31
626,Neustadt,49.7117,12.0872,34.97,72,100,3.44,DE,2022-04-02 19:36:31
627,Fare,-16.7,-151.0167,81.63,76,97,8.57,PF,2022-04-02 19:36:31
628,Muriwai Beach,-36.8167,174.45,63.86,80,100,0.2,NZ,2022-04-02 19:36:32
629,Husavik,66.0449,-17.3389,36.52,92,100,4.47,IS,2022-04-02 19:36:32
630,Vanavara,60.34,102.2797,5.27,93,93,5.97,RU,2022-04-02 19:36:32
631,Ulaangom,49.9811,92.0667,12.99,78,60,3.71,MN,2022-04-02 19:36:04
632,Port Macquarie,-31.4333,152.9167,58.89,71,100,5.77,AU,2022-04-02 19:36:33
633,Praya,14.9215,-23.5087,73.94,64,20,19.57,CV,2022-04-02 19:36:33
634,Paris,48.8534,2.3488,42.15,58,0,11.5,FR,2022-04-02 19:33:12
635,Daru,-9.0763,143.2092,77.14,83,100,2.3,PG,2022-04-02 19:36:34
636,Carauari,-4.8828,-66.8958,68.85,99,100,2.64,BR,2022-04-02 19:36:34
637,Mapiri,-15.25,-68.1667,77.94,65,69,3.27,BO,2022-04-02 19:36:35
638,Maceio,-9.6658,-35.7353,83.64,65,0,11.5,BR,2022-04-02 19:37:35
639,Potosi,-19.5836,-65.7531,54.09,49,95,9.48,BO,2022-04-02 19:36:07
640,Botngard,63.7653,9.8111,34.32,93,75,17.27,NO,2022-04-02 19:37:35
641,Tukrah,32.5341,20.5791,62.98,50,88,1.45,LY,2022-04-02 19:37:36
642,Quchan,37.106,58.5095,54.27,35,0,7.83,IR,2022-04-02 19:37:36
643,Yangjiang,21.85,111.9667,56.95,75,88,7.0,CN,2022-04-02 19:37:36
644,Lyaskelya,61.7667,31.0167,13.44,95,12,0.96,RU,2022-04-02 19:37:37
645,Hanna,51.6334,-111.9018,49.86,37,100,11.01,CA,2022-04-02 19:37:37
646,Brokopondo,4.75,-55.1667,78.01,89,100,10.71,SR,2022-04-02 19:37:37
647,Beringovskiy,63.05,179.3167,5.92,94,99,12.24,RU,2022-04-02 19:37:38
648,Visnes,59.3556,5.2242,39.25,75,0,14.97,NO,2022-04-02 19:37:38
649,Boda,4.3189,17.4695,79.38,60,100,4.09,CF,2022-04-02 19:37:39
650,Outjo,-20.1167,16.15,66.99,83,83,5.48,NA,2022-04-02 19:37:39
651,Natitingou,10.3042,1.3796,87.64,36,99,3.6,BJ,2022-04-02 19:37:39
652,Qasigiannguit,68.8193,-51.1922,35.85,88,81,4.09,GL,2022-04-02 19:37:40
653,Schrobenhausen,48.55,11.2667,32.4,93,75,3.44,DE,2022-04-02 19:37:40
654,Constantine,36.365,6.6147,44.01,65,40,12.66,DZ,2022-04-02 19:37:40
655,Bayshore Gardens,27.4253,-82.5904,87.15,65,0,12.66,US,2022-04-02 19:37:41
656,Bantou,26.2151,117.4893,48.29,88,100,1.21,CN,2022-04-02 19:37:41
657,Berezniki,59.4152,56.8124,22.89,93,100,6.38,RU,2022-04-02 19:37:41
658,Vrangel,42.7297,133.0839,35.98,93,0,0.65,RU,2022-04-02 19:37:42
659,Tahe,52.3333,124.7333,26.22,92,100,4.56,CN,2022-04-02 19:37:42
660,Nadym,65.5333,72.5167,2.7,94,19,9.35,RU,2022-04-02 19:37:42
